image_id,inspection_id,frame_id,timestamp,mileage_m,mileage_text,ring_id,clock_direction,image_path
I002_000048,I002,48,2026-07-01 10:00:47,12023.5,K12+023.5,1019,11点,data/images/I002_000048.jpg
I002_000049,I002,49,2026-07-01 10:00:48,12024.0,K12+024.0,1020,12点,data/images/I002_000049.jpg
I002_000050,I002,50,2026-07-01 10:00:49,12024.5,K12+024.5,1020,1点,data/images/I002_000050.jpg
I002_000051,I002,51,2026-07-01 10:00:50,12025.0,K12+025.0,1020,2点,data/images/I002_000051.jpg
I002_000052,I002,52,2026-07-01 10:00:51,12025.5,K12+025.5,1021,3点,data/images/I002_000052.jpg
I002_000053,I002,53,2026-07-01 10:00:52,12026.0,K12+026.0,1021,4点,data/images/I002_000053.jpg
I002_000054,I002,54,2026-07-01 10:00:53,12026.5,K12+026.5,1022,5点,data/images/I002_000054.jpg
I002_000055,I002,55,2026-07-01 10:00:54,12027.0,K12+027.0,1022,6点,data/images/I002_000055.jpg
I002_000056,I002,56,2026-07-01 10:00:55,12027.5,K12+027.5,1022,7点,data/images/I002_000056.jpg
I002_000057,I002,57,2026-07-01 10:00:56,12028.0,K12+028.0,1023,8点,data/images/I002_000057.jpg
I002_000058,I002,58,2026-07-01 10:00:57,12028.5,K12+028.5,1023,9点,data/images/I002_000058.jpg
I002_000059,I002,59,2026-07-01 10:00:58,12029.0,K12+029.0,1024,10点,data/images/I002_000059.jpg
I002_000060,I002,60,2026-07-01 10:00:59,12029.5,K12+029.5,1024,11点,data/images/I002_000060.jpg
I002_000061,I002,61,2026-07-01 10:01:00,12030.0,K12+030.0,1025,12点,data/images/I002_000061.jpg
I002_000062,I002,62,2026-07-01 10:01:01,12030.5,K12+030.5,1025,1点,data/images/I002_000062.jpg
I002_000063,I002,63,2026-07-01 10:01:02,12031.0,K12+031.0,1025,2点,data/images/I002_000063.jpg
I002_000064,I002,64,2026-07-01 10:01:03,12031.5,K12+031.5,1026,3点,data/images/I002_000064.jpg
I002_000065,I002,65,2026-07-01 10:01:04,12032.0,K12+032.0,1026,4点,data/images/I002_000065.jpg
I002_000066,I002,66,2026-07-01 10:01:05,12032.5,K12+032.5,1027,5点,data/images/I002_000066.jpg
I002_000067,I002,67,2026-07-01 10:01:06,12033.0,K12+033.0,1027,6点,data/images/I002_000067.jpg
I002_000068,I002,68,2026-07-01 10:01:07,12033.5,K12+033.5,1027,7点,data/images/I002_000068.jpg
I002_000069,I002,69,2026-07-01 10:01:08,12034.0,K12+034.0,1028,8点,data/images/I002_000069.jpg
I002_000070,I002,70,2026-07-01 10:01:09,12034.5,K12+034.5,1028,9点,data/images/I002_000070.jpg
I002_000071,I002,71,2026-07-01 10:01:10,12035.0,K12+035.0,1029,10点,data/images/I002_000071.jpg
I002_000072,I002,72,2026-07-01 10:01:11,12035.5,K12+035.5,1029,11点,data/images/I002_000072.jpg
I002_000073,I002,73,2026-07-01 10:01:12,12036.0,K12+036.0,1030,12点,data/images/I002_000073.jpg
I002_000074,I002,74,2026-07-01 10:01:13,12036.5,K12+036.5,1030,1点,data/images/I002_000074.jpg
I002_000075,I002,75,2026-07-01 10:01:14,12037.0,K12+037.0,1030,2点,data/images/I002_000075.jpg
I002_000076,I002,76,2026-07-01 10:01:15,12037.5,K12+037.5,1031,3点,data/images/I002_000076.jpg
I002_000077,I002,77,2026-07-01 10:01:16,12038.0,K12+038.0,1031,4点,data/images/I002_000077.jpg
I002_000078,I002,78,2026-07-01 10:01:17,12038.5,K12+038.5,1032,5点,data/images/I002_000078.jpg
I002_000079,I002,79,2026-07-01 10:01:18,12039.0,K12+039.0,1032,6点,data/images/I002_000079.jpg
I002_000080,I002,80,2026-07-01 10:01:19,12039.5,K12+039.5,1032,7点,data/images/I002_000080.jpg
I002_000081,I002,81,2026-07-01 10:01:20,12040.0,K12+040.0,1033,8点,data/images/I002_000081.jpg
I002_000082,I002,82,2026-07-01 10:01:21,12040.5,K12+040.5,1033,9点,data/images/I002_000082.jpg
I002_000083,I002,83,2026-07-01 10:01:22,12041.0,K12+041.0,1034,10点,data/images/I002_000083.jpg
I002_000084,I002,84,2026-07-01 10:01:23,12041.5,K12+041.5,1034,11点,data/images/I002_000084.jpg
I002_000085,I002,85,2026-07-01 10:01:24,12042.0,K12+042.0,1035,12点,data/images/I002_000085.jpg
I002_000086,I002,86,2026-07-01 10:01:25,12042.5,K12+042.5,1035,1点,data/images/I002_000086.jpg
I002_000087,I002,87,2026-07-01 10:01:26,12043.0,K12+043.0,1035,2点,data/images/I002_000087.jpg
I002_000088,I002,88,2026-07-01 10:01:27,12043.5,K12+043.5,1036,3点,data/images/I002_000088.jpg
I002_000089,I002,89,2026-07-01 10:01:28,12044.0,K12+044.0,1036,4点,data/images/I002_000089.jpg
I002_000090,I002,90,2026-07-01 10:01:29,12044.5,K12+044.5,1037,5点,data/images/I002_000090.jpg
I002_000091,I002,91,2026-07-01 10:01:30,12045.0,K12+045.0,1037,6点,data/images/I002_000091.jpg
I002_000092,I002,92,2026-07-01 10:01:31,12045.5,K12+045.5,1037,7点,data/images/I002_000092.jpg
I002_000093,I002,93,2026-07-01 10:01:32,12046.0,K12+046.0,1038,8点,data/images/I002_000093.jpg
I002_000094,I002,94,2026-07-01 10:01:33,12046.5,K12+046.5,1038,9点,data/images/I002_000094.jpg
I002_000095,I002,95,2026-07-01 10:01:34,12047.0,K12+047.0,1039,10点,data/images/I002_000095.jpg
I002_000096,I002,96,2026-07-01 10:01:35,12047.5,K12+047.5,1039,11点,data/images/I002_000096.jpg
I002_000097,I002,97,2026-07-01 10:01:36,12048.0,K12+048.0,1040,12点,data/images/I002_000097.jpg
I002_000098,I002,98,2026-07-01 10:01:37,12048.5,K12+048.5,1040,1点,data/images/I002_000098.jpg
I002_000099,I002,99,2026-07-01 10:01:38,12049.0,K12+049.0,1040,2点,data/images/I002_000099.jpg
I002_000100,I002,100,2026-07-01 10:01:39,12049.5,K12+049.5,1041,3点,data/images/I002_000100.jpg
I002_000101,I002,101,2026-07-01 10:01:40,12050.0,K12+050.0,1041,4点,data/images/I002_000101.jpg
I002_000102,I002,102,2026-07-01 10:01:41,12050.5,K12+050.5,1042,5点,data/images/I002_000102.jpg
I002_000103,I002,103,2026-07-01 10:01:42,12051.0,K12+051.0,1042,6点,data/images/I002_000103.jpg
I002_000104,I002,104,2026-07-01 10:01:43,12051.5,K12+051.5,1042,7点,data/images/I002_000104.jpg
I002_000105,I002,105,2026-07-01 10:01:44,12052.0,K12+052.0,1043,8点,data/images/I002_000105.jpg
I002_000106,I002,106,2026-07-01 10:01:45,12052.5,K12+052.5,1043,9点,data/images/I002_000106.jpg
I002_000107,I002,107,2026-07-01 10:01:46,12053.0,K12+053.0,1044,10点,data/images/I002_000107.jpg
I002_000108,I002,108,2026-07-01 10:01:47,12053.5,K12+053.5,1044,11点,data/images/I002_000108.jpg
I002_000109,I002,109,2026-07-01 10:01:48,12054.0,K12+054.0,1045,12点,data/images/I002_000109.jpg
I002_000110,I002,110,2026-07-01 10:01:49,12054.5,K12+054.5,1045,1点,data/images/I002_000110.jpg
I002_000111,I002,111,2026-07-01 10:01:50,12055.0,K12+055.0,1045,2点,data/images/I002_000111.jpg
I002_000112,I002,112,2026-07-01 10:01:51,12055.5,K12+055.5,1046,3点,data/images/I002_000112.jpg
I002_000113,I002,113,2026-07-01 10:01:52,12056.0,K12+056.0,1046,4点,data/images/I002_000113.jpg
I002_000114,I002,114,2026-07-01 10:01:53,12056.5,K12+056.5,1047,5点,data/images/I002_000114.jpg
I002_000115,I002,115,2026-07-01 10:01:54,12057.0,K12+057.0,1047,6点,data/images/I002_000115.jpg
I002_000116,I002,116,2026-07-01 10:01:55,12057.5,K12+057.5,1047,7点,data/images/I002_000116.jpg
I002_000117,I002,117,2026-07-01 10:01:56,12058.0,K12+058.0,1048,8点,data/images/I002_000117.jpg
I002_000118,I002,118,2026-07-01 10:01:57,12058.5,K12+058.5,1048,9点,data/images/I002_000118.jpg
I002_000119,I002,119,2026-07-01 10:01:58,12059.0,K12+059.0,1049,10点,data/images/I002_000119.jpg
I002_000120,I002,120,2026-07-01 10:01:59,12059.5,K12+059.5,1049,11点,data/images/I002_000120.jpg
I002_000121,I002,121,2026-07-01 10:02:00,12060.0,K12+060.0,1050,12点,data/images/I002_000121.jpg
I002_000122,I002,122,2026-07-01 10:02:01,12060.5,K12+060.5,1050,1点,data/images/I002_000122.jpg
I002_000123,I002,123,2026-07-01 10:02:02,12061.0,K12+061.0,1050,2点,data/images/I002_000123.jpg
I002_000124,I002,124,2026-07-01 10:02:03,12061.5,K12+061.5,1051,3点,data/images/I002_000124.jpg
I002_000125,I002,125,2026-07-01 10:02:04,12062.0,K12+062.0,1051,4点,data/images/I002_000125.jpg
I002_000126,I002,126,2026-07-01 10:02:05,12062.5,K12+062.5,1052,5点,data/images/I002_000126.jpg
I002_000127,I002,127,2026-07-01 10:02:06,12063.0,K12+063.0,1052,6点,data/images/I002_000127.jpg
I002_000128,I002,128,2026-07-01 10:02:07,12063.5,K12+063.5,1052,7点,data/images/I002_000128.jpg
I002_000129,I002,129,2026-07-01 10:02:08,12064.0,K12+064.0,1053,8点,data/images/I002_000129.jpg
I002_000130,I002,130,2026-07-01 10:02:09,12064.5,K12+064.5,1053,9点,data/images/I002_000130.jpg
I002_000131,I002,131,2026-07-01 10:02:10,12065.0,K12+065.0,1054,10点,data/images/I002_000131.jpg
I002_000132,I002,132,2026-07-01 10:02:11,12065.5,K12+065.5,1054,11点,data/images/I002_000132.jpg
I002_000133,I002,133,2026-07-01 10:02:12,12066.0,K12+066.0,1055,12点,data/images/I002_000133.jpg
I002_000134,I002,134,2026-07-01 10:02:13,12066.5,K12+066.5,1055,1点,data/images/I002_000134.jpg
I002_000135,I002,135,2026-07-01 10:02:14,12067.0,K12+067.0,1055,2点,data/images/I002_000135.jpg
I002_000136,I002,136,2026-07-01 10:02:15,12067.5,K12+067.5,1056,3点,data/images/I002_000136.jpg
I002_000137,I002,137,2026-07-01 10:02:16,12068.0,K12+068.0,1056,4点,data/images/I002_000137.jpg
I002_000138,I002,138,2026-07-01 10:02:17,12068.5,K12+068.5,1057,5点,data/images/I002_000138.jpg
I002_000139,I002,139,2026-07-01 10:02:18,12069.0,K12+069.0,1057,6点,data/images/I002_000139.jpg
I002_000140,I002,140,2026-07-01 10:02:19,12069.5,K12+069.5,1057,7点,data/images/I002_000140.jpg
I002_000141,I002,141,2026-07-01 10:02:20,12070.0,K12+070.0,1058,8点,data/images/I002_000141.jpg
I002_000142,I002,142,2026-07-01 10:02:21,12070.5,K12+070.5,1058,9点,data/images/I002_000142.jpg
I002_000143,I002,143,2026-07-01 10:02:22,12071.0,K12+071.0,1059,10点,data/images/I002_000143.jpg
I002_000144,I002,144,2026-07-01 10:02:23,12071.5,K12+071.5,1059,11点,data/images/I002_000144.jpg
I002_000145,I002,145,2026-07-01 10:02:24,12072.0,K12+072.0,1060,12点,data/images/I002_000145.jpg
I002_000146,I002,146,2026-07-01 10:02:25,12072.5,K12+072.5,1060,1点,data/images/I002_000146.jpg
I002_000147,I002,147,2026-07-01 10:02:26,12073.0,K12+073.0,1060,2点,data/images/I002_000147.jpg
I002_000148,I002,148,2026-07-01 10:02:27,12073.5,K12+073.5,1061,3点,data/images/I002_000148.jpg
I002_000149,I002,149,2026-07-01 10:02:28,12074.0,K12+074.0,1061,4点,data/images/I002_000149.jpg
I002_000150,I002,150,2026-07-01 10:02:29,12074.5,K12+074.5,1062,5点,data/images/I002_000150.jpg
I002_000151,I002,151,2026-07-01 10:02:30,12075.0,K12+075.0,1062,6点,data/images/I002_000151.jpg
I002_000152,I002,152,2026-07-01 10:02:31,12075.5,K12+075.5,1062,7点,data/images/I002_000152.jpg
I002_000153,I002,153,2026-07-01 10:02:32,12076.0,K12+076.0,1063,8点,data/images/I002_000153.jpg
I002_000154,I002,154,2026-07-01 10:02:33,12076.5,K12+076.5,1063,9点,data/images/I002_000154.jpg
I002_000155,I002,155,2026-07-01 10:02:34,12077.0,K12+077.0,1064,10点,data/images/I002_000155.jpg
I002_000156,I002,156,2026-07-01 10:02:35,12077.5,K12+077.5,1064,11点,data/images/I002_000156.jpg
I002_000157,I002,157,2026-07-01 10:02:36,12078.0,K12+078.0,1065,12点,data/images/I002_000157.jpg
I002_000158,I002,158,2026-07-01 10:02:37,12078.5,K12+078.5,1065,1点,data/images/I002_000158.jpg
I002_000159,I002,159,2026-07-01 10:02:38,12079.0,K12+079.0,1065,2点,data/images/I002_000159.jpg
I002_000160,I002,160,2026-07-01 10:02:39,12079.5,K12+079.5,1066,3点,data/images/I002_000160.jpg
I002_000161,I002,161,2026-07-01 10:02:40,12080.0,K12+080.0,1066,4点,data/images/I002_000161.jpg
I002_000162,I002,162,2026-07-01 10:02:41,12080.5,K12+080.5,1067,5点,data/images/I002_000162.jpg
I002_000163,I002,163,2026-07-01 10:02:42,12081.0,K12+081.0,1067,6点,data/images/I002_000163.jpg
I002_000164,I002,164,2026-07-01 10:02:43,12081.5,K12+081.5,1067,7点,data/images/I002_000164.jpg
I002_000165,I002,165,2026-07-01 10:02:44,12082.0,K12+082.0,1068,8点,data/images/I002_000165.jpg
I002_000166,I002,166,2026-07-01 10:02:45,12082.5,K12+082.5,1068,9点,data/images/I002_000166.jpg
I002_000167,I002,167,2026-07-01 10:02:46,12083.0,K12+083.0,1069,10点,data/images/I002_000167.jpg
I002_000168,I002,168,2026-07-01 10:02:47,12083.5,K12+083.5,1069,11点,data/images/I002_000168.jpg
I002_000169,I002,169,2026-07-01 10:02:48,12084.0,K12+084.0,1070,12点,data/images/I002_000169.jpg
I002_000170,I002,170,2026-07-01 10:02:49,12084.5,K12+084.5,1070,1点,data/images/I002_000170.jpg
I002_000171,I002,171,2026-07-01 10:02:50,12085.0,K12+085.0,1070,2点,data/images/I002_000171.jpg
I002_000172,I002,172,2026-07-01 10:02:51,12085.5,K12+085.5,1071,3点,data/images/I002_000172.jpg
I002_000173,I002,173,2026-07-01 10:02:52,12086.0,K12+086.0,1071,4点,data/images/I002_000173.jpg
I002_000174,I002,174,2026-07-01 10:02:53,12086.5,K12+086.5,1072,5点,data/images/I002_000174.jpg
I002_000175,I002,175,2026-07-01 10:02:54,12087.0,K12+087.0,1072,6点,data/images/I002_000175.jpg
I002_000176,I002,176,2026-07-01 10:02:55,12087.5,K12+087.5,1072,7点,data/images/I002_000176.jpg
I002_000177,I002,177,2026-07-01 10:02:56,12088.0,K12+088.0,1073,8点,data/images/I002_000177.jpg
I002_000178,I002,178,2026-07-01 10:02:57,12088.5,K12+088.5,1073,9点,data/images/I002_000178.jpg
I002_000179,I002,179,2026-07-01 10:02:58,12089.0,K12+089.0,1074,10点,data/images/I002_000179.jpg
I002_000180,I002,180,2026-07-01 10:02:59,12089.5,K12+089.5,1074,11点,data/images/I002_000180.jpg
I002_000181,I002,181,2026-07-01 10:03:00,12090.0,K12+090.0,1075,12点,data/images/I002_000181.jpg
I002_000182,I002,182,2026-07-01 10:03:01,12090.5,K12+090.5,1075,1点,data/images/I002_000182.jpg
I002_000183,I002,183,2026-07-01 10:03:02,12091.0,K12+091.0,1075,2点,data/images/I002_000183.jpg
I002_000184,I002,184,2026-07-01 10:03:03,12091.5,K12+091.5,1076,3点,data/images/I002_000184.jpg
I002_000185,I002,185,2026-07-01 10:03:04,12092.0,K12+092.0,1076,4点,data/images/I002_000185.jpg
I002_000186,I002,186,2026-07-01 10:03:05,12092.5,K12+092.5,1077,5点,data/images/I002_000186.jpg
I002_000187,I002,187,2026-07-01 10:03:06,12093.0,K12+093.0,1077,6点,data/images/I002_000187.jpg
I002_000188,I002,188,2026-07-01 10:03:07,12093.5,K12+093.5,1077,7点,data/images/I002_000188.jpg
I002_000189,I002,189,2026-07-01 10:03:08,12094.0,K12+094.0,1078,8点,data/images/I002_000189.jpg
I002_000190,I002,190,2026-07-01 10:03:09,12094.5,K12+094.5,1078,9点,data/images/I002_000190.jpg
I002_000191,I002,191,2026-07-01 10:03:10,12095.0,K12+095.0,1079,10点,data/images/I002_000191.jpg
I002_000192,I002,192,2026-07-01 10:03:11,12095.5,K12+095.5,1079,11点,data/images/I002_000192.jpg
I002_000193,I002,193,2026-07-01 10:03:12,12096.0,K12+096.0,1080,12点,data/images/I002_000193.jpg
I002_000194,I002,194,2026-07-01 10:03:13,12096.5,K12+096.5,1080,1点,data/images/I002_000194.jpg
I002_000195,I002,195,2026-07-01 10:03:14,12097.0,K12+097.0,1080,2点,data/images/I002_000195.jpg
I002_000196,I002,196,2026-07-01 10:03:15,12097.5,K12+097.5,1081,3点,data/images/I002_000196.jpg
I002_000197,I002,197,2026-07-01 10:03:16,12098.0,K12+098.0,1081,4点,data/images/I002_000197.jpg
I002_000198,I002,198,2026-07-01 10:03:17,12098.5,K12+098.5,1082,5点,data/images/I002_000198.jpg
I002_000199,I002,199,2026-07-01 10:03:18,12099.0,K12+099.0,1082,6点,data/images/I002_000199.jpg
I002_000200,I002,200,2026-07-01 10:03:19,12099.5,K12+099.5,1082,7点,data/images/I002_000200.jpg
I002_000201,I002,201,2026-07-01 10:03:20,12100.0,K12+100.0,1083,8点,data/images/I002_000201.jpg
I003_000001,I003,1,2026-08-01 10:00:00,12000.0,K12+000.0,1000,12点,data/images/I003_000001.jpg
I003_000002,I003,2,2026-08-01 10:00:01,12000.5,K12+000.5,1000,1点,data/images/I003_000002.jpg
I003_000003,I003,3,2026-08-01 10:00:02,12001.0,K12+001.0,1000,2点,data/images/I003_000003.jpg
I003_000004,I003,4,2026-08-01 10:00:03,12001.5,K12+001.5,1001,3点,data/images/I003_000004.jpg
I003_000005,I003,5,2026-08-01 10:00:04,12002.0,K12+002.0,1001,4点,data/images/I003_000005.jpg
I003_000006,I003,6,2026-08-01 10:00:05,12002.5,K12+002.5,1002,5点,data/images/I003_000006.jpg
I003_000007,I003,7,2026-08-01 10:00:06,12003.0,K12+003.0,1002,6点,data/images/I003_000007.jpg
I003_000008,I003,8,2026-08-01 10:00:07,12003.5,K12+003.5,1002,7点,data/images/I003_000008.jpg
I003_000009,I003,9,2026-08-01 10:00:08,12004.0,K12+004.0,1003,8点,data/images/I003_000009.jpg
I003_000010,I003,10,2026-08-01 10:00:09,12004.5,K12+004.5,1003,9点,data/images/I003_000010.jpg
I003_000011,I003,11,2026-08-01 10:00:10,12005.0,K12+005.0,1004,10点,data/images/I003_000011.jpg
I003_000012,I003,12,2026-08-01 10:00:11,12005.5,K12+005.5,1004,11点,data/images/I003_000012.jpg
I003_000013,I003,13,2026-08-01 10:00:12,12006.0,K12+006.0,1005,12点,data/images/I003_000013.jpg
I003_000014,I003,14,2026-08-01 10:00:13,12006.5,K12+006.5,1005,1点,data/images/I003_000014.jpg
I003_000015,I003,15,2026-08-01 10:00:14,12007.0,K12+007.0,1005,2点,data/images/I003_000015.jpg
I003_000016,I003,16,2026-08-01 10:00:15,12007.5,K12+007.5,1006,3点,data/images/I003_000016.jpg
I003_000017,I003,17,2026-08-01 10:00:16,12008.0,K12+008.0,1006,4点,data/images/I003_000017.jpg
I003_000018,I003,18,2026-08-01 10:00:17,12008.5,K12+008.5,1007,5点,data/images/I003_000018.jpg
I003_000019,I003,19,2026-08-01 10:00:18,12009.0,K12+009.0,1007,6点,data/images/I003_000019.jpg
I003_000020,I003,20,2026-08-01 10:00:19,12009.5,K12+009.5,1007,7点,data/images/I003_000020.jpg
I003_000021,I003,21,2026-08-01 10:00:20,12010.0,K12+010.0,1008,8点,data/images/I003_000021.jpg
I003_000022,I003,22,2026-08-01 10:00:21,12010.5,K12+010.5,1008,9点,data/images/I003_000022.jpg
I003_000023,I003,23,2026-08-01 10:00:22,12011.0,K12+011.0,1009,10点,data/images/I003_000023.jpg
I003_000024,I003,24,2026-08-01 10:00:23,12011.5,K12+011.5,1009,11点,data/images/I003_000024.jpg
I003_000025,I003,25,2026-08-01 10:00:24,12012.0,K12+012.0,1010,12点,data/images/I003_000025.jpg
I003_000026,I003,26,2026-08-01 10:00:25,12012.5,K12+012.5,1010,1点,data/images/I003_000026.jpg
I003_000027,I003,27,2026-08-01 10:00:26,12013.0,K12+013.0,1010,2点,data/images/I003_000027.jpg
I003_000028,I003,28,2026-08-01 10:00:27,12013.5,K12+013.5,1011,3点,data/images/I003_000028.jpg
I003_000029,I003,29,2026-08-01 10:00:28,12014.0,K12+014.0,1011,4点,data/images/I003_000029.jpg
I003_000030,I003,30,2026-08-01 10:00:29,12014.5,K12+014.5,1012,5点,data/images/I003_000030.jpg
I003_000031,I003,31,2026-08-01 10:00:30,12015.0,K12+015.0,1012,6点,data/images/I003_000031.jpg
I003_000032,I003,32,2026-08-01 10:00:31,12015.5,K12+015.5,1012,7点,data/images/I003_000032.jpg
I003_000033,I003,33,2026-08-01 10:00:32,12016.0,K12+016.0,1013,8点,data/images/I003_000033.jpg
I003_000034,I003,34,2026-08-01 10:00:33,12016.5,K12+016.5,1013,9点,data/images/I003_000034.jpg
I003_000035,I003,35,2026-08-01 10:00:34,12017.0,K12+017.0,1014,10点,data/images/I003_000035.jpg
I003_000036,I003,36,2026-08-01 10:00:35,12017.5,K12+017.5,1014,11点,data/images/I003_000036.jpg
I003_000037,I003,37,2026-08-01 10:00:36,12018.0,K12+018.0,1015,12点,data/images/I003_000037.jpg
I003_000038,I003,38,2026-08-01 10:00:37,12018.5,K12+018.5,1015,1点,data/images/I003_000038.jpg
I003_000039,I003,39,2026-08-01 10:00:38,12019.0,K12+019.0,1015,2点,data/images/I003_000039.jpg
I003_000040,I003,40,2026-08-01 10:00:39,12019.5,K12+019.5,1016,3点,data/images/I003_000040.jpg
I003_000041,I003,41,2026-08-01 10:00:40,12020.0,K12+020.0,1016,4点,data/images/I003_000041.jpg
I003_000042,I003,42,2026-08-01 10:00:41,12020.5,K12+020.5,1017,5点,data/images/I003_000042.jpg
I003_000043,I003,43,2026-08-01 10:00:42,12021.0,K12+021.0,1017,6点,data/images/I003_000043.jpg
I003_000044,I003,44,2026-08-01 10:00:43,12021.5,K12+021.5,1017,7点,data/images/I003_000044.jpg
I003_000045,I003,45,2026-08-01 10:00:44,12022.0,K12+022.0,1018,8点,data/images/I003_000045.jpg
I003_000046,I003,46,2026-08-01 10:00:45,12022.5,K12+022.5,1018,9点,data/images/I003_000046.jpg
I003_000047,I003,47,2026-08-01 10:00:46,12023.0,K12+023.0,1019,10点,data/images/I003_000047.jpg
I003_000048,I003,48,2026-08-01 10:00:47,12023.5,K12+023.5,1019,11点,data/images/I003_000048.jpg
I003_000049,I003,49,2026-08-01 10:00:48,12024.0,K12+024.0,1020,12点,data/images/I003_000049.jpg
I003_000050,I003,50,2026-08-01 10:00:49,12024.5,K12+024.5,1020,1点,data/images/I003_000050.jpg
I003_000051,I003,51,2026-08-01 10:00:50,12025.0,K12+025.0,1020,2点,data/images/I003_000051.jpg
I003_000052,I003,52,2026-08-01 10:00:51,12025.5,K12+025.5,1021,3点,data/images/I003_000052.jpg
I003_000053,I003,53,2026-08-01 10:00:52,12026.0,K12+026.0,1021,4点,data/images/I003_000053.jpg
I003_000054,I003,54,2026-08-01 10:00:53,12026.5,K12+026.5,1022,5点,data/images/I003_000054.jpg
I003_000055,I003,55,2026-08-01 10:00:54,12027.0,K12+027.0,1022,6点,data/images/I003_000055.jpg
I003_000056,I003,56,2026-08-01 10:00:55,12027.5,K12+027.5,1022,7点,data/images/I003_000056.jpg
I003_000057,I003,57,2026-08-01 10:00:56,12028.0,K12+028.0,1023,8点,data/images/I003_000057.jpg
I003_000058,I003,58,2026-08-01 10:00:57,12028.5,K12+028.5,1023,9点,data/images/I003_000058.jpg
I003_000059,I003,59,2026-08-01 10:00:58,12029.0,K12+029.0,1024,10点,data/images/I003_000059.jpg
I003_000060,I003,60,2026-08-01 10:00:59,12029.5,K12+029.5,1024,11点,data/images/I003_000060.jpg
I003_000061,I003,61,2026-08-01 10:01:00,12030.0,K12+030.0,1025,12点,data/images/I003_000061.jpg
I003_000062,I003,62,2026-08-01 10:01:01,12030.5,K12+030.5,1025,1点,data/images/I003_000062.jpg
I003_000063,I003,63,2026-08-01 10:01:02,12031.0,K12+031.0,1025,2点,data/images/I003_000063.jpg
I003_000064,I003,64,2026-08-01 10:01:03,12031.5,K12+031.5,1026,3点,data/images/I003_000064.jpg
I003_000065,I003,65,2026-08-01 10:01:04,12032.0,K12+032.0,1026,4点,data/images/I003_000065.jpg
I003_000066,I003,66,2026-08-01 10:01:05,12032.5,K12+032.5,1027,5点,data/images/I003_000066.jpg
I003_000067,I003,67,2026-08-01 10:01:06,12033.0,K12+033.0,1027,6点,data/images/I003_000067.jpg
I003_000068,I003,68,2026-08-01 10:01:07,12033.5,K12+033.5,1027,7点,data/images/I003_000068.jpg
I003_000069,I003,69,2026-08-01 10:01:08,12034.0,K12+034.0,1028,8点,data/images/I003_000069.jpg
I003_000070,I003,70,2026-08-01 10:01:09,12034.5,K12+034.5,1028,9点,data/images/I003_000070.jpg
I003_000071,I003,71,2026-08-01 10:01:10,12035.0,K12+035.0,1029,10点,data/images/I003_000071.jpg
I003_000072,I003,72,2026-08-01 10:01:11,12035.5,K12+035.5,1029,11点,data/images/I003_000072.jpg
I003_000073,I003,73,2026-08-01 10:01:12,12036.0,K12+036.0,1030,12点,data/images/I003_000073.jpg
I003_000074,I003,74,2026-08-01 10:01:13,12036.5,K12+036.5,1030,1点,data/images/I003_000074.jpg
I003_000075,I003,75,2026-08-01 10:01:14,12037.0,K12+037.0,1030,2点,data/images/I003_000075.jpg
I003_000076,I003,76,2026-08-01 10:01:15,12037.5,K12+037.5,1031,3点,data/images/I003_000076.jpg
I003_000077,I003,77,2026-08-01 10:01:16,12038.0,K12+038.0,1031,4点,data/images/I003_000077.jpg
I003_000078,I003,78,2026-08-01 10:01:17,12038.5,K12+038.5,1032,5点,data/images/I003_000078.jpg
I003_000079,I003,79,2026-08-01 10:01:18,12039.0,K12+039.0,1032,6点,data/images/I003_000079.jpg
I003_000080,I003,80,2026-08-01 10:01:19,12039.5,K12+039.5,1032,7点,data/images/I003_000080.jpg
I003_000081,I003,81,2026-08-01 10:01:20,12040.0,K12+040.0,1033,8点,data/images/I003_000081.jpg
I003_000082,I003,82,2026-08-01 10:01:21,12040.5,K12+040.5,1033,9点,data/images/I003_000082.jpg
I003_000083,I003,83,2026-08-01 10:01:22,12041.0,K12+041.0,1034,10点,data/images/I003_000083.jpg
I003_000084,I003,84,2026-08-01 10:01:23,12041.5,K12+041.5,1034,11点,data/images/I003_000084.jpg
I003_000085,I003,85,2026-08-01 10:01:24,12042.0,K12+042.0,1035,12点,data/images/I003_000085.jpg
I003_000086,I003,86,2026-08-01 10:01:25,12042.5,K12+042.5,1035,1点,data/images/I003_000086.jpg
I003_000087,I003,87,2026-08-01 10:01:26,12043.0,K12+043.0,1035,2点,data/images/I003_000087.jpg
I003_000088,I003,88,2026-08-01 10:01:27,12043.5,K12+043.5,1036,3点,data/images/I003_000088.jpg
I003_000089,I003,89,2026-08-01 10:01:28,12044.0,K12+044.0,1036,4点,data/images/I003_000089.jpg
I003_000090,I003,90,2026-08-01 10:01:29,12044.5,K12+044.5,1037,5点,data/images/I003_000090.jpg
I003_000091,I003,91,2026-08-01 10:01:30,12045.0,K12+045.0,1037,6点,data/images/I003_000091.jpg
I003_000092,I003,92,2026-08-01 10:01:31,12045.5,K12+045.5,1037,7点,data/images/I003_000092.jpg
I003_000093,I003,93,2026-08-01 10:01:32,12046.0,K12+046.0,1038,8点,data/images/I003_000093.jpg
I003_000094,I003,94,2026-08-01 10:01:33,12046.5,K12+046.5,1038,9点,data/images/I003_000094.jpg
I003_000095,I003,95,2026-08-01 10:01:34,12047.0,K12+047.0,1039,10点,data/images/I003_000095.jpg
